29.63131791,86.50533939
32.74820102,87.83001471
38.98196726,85.97546926
47.86508414,86.37287186
51.91703219,85.3131316
53.78716206,82.92871601
55.65729193,79.2196251
61.73521401,74.05339134
63.44949972,74.715729
69.21573349,70.87417056
74.20274648,70.87417056
82.61833089,64.515729
89.47547375,60.27676796
89.63131791,52.99105367
92.59235687,50.47417056
81.83911011,30.47157315
75.29365557,20.40404069
73.57936985,16.82741731
74.51443479,13.38326147
67.65729193,9.144300427
62.8261231,12.98585887
57.99495427,13.38326147
55.81313609,17.09235238
52.38456466,19.74170302
35.86508414,22.9209238
31.18975946,26.63001471
32.74820102,29.27936536
31.18975946,32.98845627
27.76118804,34.57806666
26.20274648,36.16767705
28.38456466,39.34689783
26.67027894,42.39365108
23.70923998,43.85079393
22.30664258,47.42741731
22.30664258,48.48715757
18.41053869,50.73910562
14.67027894,50.73910562
9.839110114,54.58066406
11.39755167,55.90533939
14.20274648,73.39105367
11.70923998,74.98066406
13.73521401,78.8222225
18.56638284,81.60404069
20.1248244,87.96248225
