0,0,26.3046776
1.01010101,0,26.29268218
2.02020202,0,26.28079601
3.03030303,0,26.2690365
4.04040404,0,26.25742171
5.050505051,0,26.24597032
6.060606061,0,26.23470164
7.070707071,0,26.22363553
8.080808081,0,26.21279237
9.090909091,0,26.20219303
10.1010101,0,26.1918588
11.11111111,0,26.18181125
12.12121212,0,26.17207218
13.13131313,0,26.16266343
14.14141414,0,26.15360668
15.15151515,0,26.14492321
16.16161616,0,26.13663351
17.17171717,0,26.12875683
18.18181818,0,26.12131049
19.19191919,0,26.11430893
20.2020202,0,26.10776245
21.21212121,0,26.10167525
22.22222222,0,26.09604273
23.23232323,0,26.09084735
24.24242424,0,26.0860525
25.25252525,0,26.08159299
26.26262626,0,26.07736018
27.27272727,0,26.07317835
28.28282828,0,26.06876684
29.29292929,0,26.06367995
30.3030303,0,26.0572167
31.31313131,0,26.04830595
32.32323232,0,26.03543186
33.33333333,0,26.01679907
34.34343434,0,25.99098845
35.35353535,0,25.95784701
36.36363636,0,25.9186646
37.37373737,0,25.8754072
38.38383838,0,25.82991547
39.39393939,0,25.78360245
40.4040404,0,25.73748189
41.41414141,0,25.69228307
42.42424242,0,25.64855171
43.43434343,0,25.60671932
44.44444444,0,25.56714707
45.45454545,0,25.5301526
46.46464646,0,25.49602598
47.47474747,0,25.46503861
48.48484848,0,25.43744745
49.49494949,0,25.41349611
50.50505051,0,25.39341348
51.51515152,0,25.37741084
52.52525253,0,25.3656778
53.53535354,0,25.35837784
54.54545455,0,25.35564371
55.55555556,0,25.35757351
56.56565657,0,25.36422774
57.57575758,0,25.3756277
58.58585859,0,25.39175553
59.5959596,0,25.41255578
60.60606061,0,25.4379384
61.61616162,0,25.46778286
62.62626263,0,25.50194293
63.63636364,0,25.54025171
64.64646465,0,25.58252662
65.65656566,0,25.62857398
66.66666667,0,25.67819296
67.67676768,0,25.73117892
68.68686869,0,25.78732607
69.6969697,0,25.84642943
70.70707071,0,25.90828632
71.71717172,0,25.97269734
72.72727273,0,26.03946705
73.73737374,0,26.10840429
74.74747475,0,26.17932237
75.75757576,0,26.25203902
76.76767677,0,26.3263763
77.77777778,0,26.40216034
78.78787879,0,26.47922108
79.7979798,0,26.55739189
80.80808081,0,26.6365093
81.81818182,0,26.71641268
82.82828283,0,26.79694403
83.83838384,0,26.87794788
84.84848485,0,26.95927147
85.85858586,0,27.04076511
86.86868687,0,27.12228289
87.87878788,0,27.20368371
88.88888889,0,27.2848328
89.8989899,0,27.36560335
90.90909091,0,27.44587861
91.91919192,0,27.52555384
92.92929293,0,27.60453829
93.93939394,0,27.6827567
94.94949495,0,27.76015031
95.95959596,0,27.83667705
96.96969697,0,27.912311
97.97979798,0,27.98704108
98.98989899,0,28.06086912
100,0,28.13380757
0,1.01010101,26.30116945
1.01010101,1.01010101,26.28869128
2.02020202,1.01010101,26.2763127
3.03030303,1.01010101,26.26405164
4.04040404,1.01010101,26.25192678
5.050505051,1.01010101,26.23995748
6.060606061,1.01010101,26.22816385
7.070707071,1.01010101,26.21656669
8.080808081,1.01010101,26.20518747
9.090909091,1.01010101,26.19404832
10.1010101,1.01010101,26.18317199
11.11111111,1.01010101,26.17258178
12.12121212,1.01010101,26.16230154
13.13131313,1.01010101,26.15235552
14.14141414,1.01010101,26.14276831
15.15151515,1.01010101,26.13356467
16.16161616,1.01010101,26.12476937
17.17171717,1.01010101,26.11640685
18.18181818,1.01010101,26.10850091
19.19191919,1.01010101,26.10107408
20.2020202,1.01010101,26.09414687
21.21212121,1.01010101,26.08773655
22.22222222,1.01010101,26.08185535
23.23232323,1.01010101,26.07650776
24.24242424,1.01010101,26.07168613
25.25252525,1.01010101,26.06736376
