58.31568346,71.80584073
66.80024378,64.27645785
76.42679668,59.55995201
83.2571667,55.15670621
88.1024032,49.50513544
90.2803967,40.45340352
90.12319002,27.93441406
85.45551474,19.45367844
82.7985147,12.85649198
73.12470296,7.808493114
66.81554254,11.14637158
59.80514914,13.81552695
53.29165464,16.05259397
44.14916406,17.85183561
36.87434116,21.34972355
35.71828086,27.9420963
31.97419644,30.73581702
31.06467326,35.53663037
28.77426974,37.12413061
26.43278272,39.67640286
24.55500346,41.51682566
21.4636621,41.19014634
16.24800437,42.79967142
12.22159808,44.68035205
16.19432725,50.9795444
15.64634482,65.10037671
18.38379482,68.81666641
22.01929392,73.21222997
26.44808148,73.75546439
30.82319192,75.34204131
42.73645508,76.25313621
